160,4,"[(5, 0), (6, 0), (6, 1), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,3,"[(5, 1), (6, 0), (6, 7)]",0,[]
160,4,"[(5, 0), (6, 0), (6, 1), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 1), (6, 1), (6, 0), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,4,"[(5, 1), (6, 1), (6, 0), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 7), (6, 0), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,3,"[(5, 7), (6, 0), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 1), (6, 1), (6, 0), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 1), (6, 1), (6, 0), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 1), (6, 1), (6, 0), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,3,"[(5, 1), (6, 7), (6, 0)]",0,[]
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 0), (6, 0), (6, 1), (6, 7)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 7), (6, 0), (6, 1)]",0,[]
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 7), (6, 1), (6, 0)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,3,"[(5, 7), (6, 0), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,3,"[(5, 7), (6, 0), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 7), (6, 1)]",0,[]
160,3,"[(5, 0), (6, 1), (6, 7)]",0,[]
160,3,"[(5, 1), (6, 7), (6, 0)]",0,[]
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
160,4,"[(5, 7), (6, 7), (6, 0), (6, 1)]",3,"[(6, 1), (5, 7), (7, 0)]"
