1050,31,"[(1, 26), (4, 7), (8, 28), (9, 44), (10, 39), (14, 22), (15, 39), (16, 49), (17, 33), (18, 39), (20, 39), (23, 25), (31, 48), (35, 39), (40, 33), (43, 19), (46, 2), (14, 33), (40, 43), (40, 11), (40, 27), (40, 23), (40, 1), (40, 8), (40, 16), (40, 41), (40, 4), (40, 22), (46, 36), (46, 13), (43, 36)]",17,"[(40, 22), (14, 39), (17, 44), (9, 7), (10, 11), (18, 48), (31, 36), (15, 2), (20, 27), (35, 41), (43, 23), (23, 1), (1, 8), (8, 16), (16, 4), (46, 43), (4, 33)]"
1050,33,"[(1, 20), (4, 18), (8, 23), (9, 44), (10, 39), (14, 22), (15, 39), (16, 18), (17, 39), (18, 48), (20, 39), (23, 38), (31, 39), (35, 39), (40, 39), (43, 36), (46, 36), (14, 12), (40, 33), (40, 44), (40, 1), (40, 8), (40, 7), (40, 4), (40, 16), (40, 11), (40, 27), (40, 41), (40, 34), (46, 2), (46, 43), (46, 9), (46, 22)]",17,"[(40, 44), (9, 36), (46, 39), (10, 48), (31, 11), (18, 22), (15, 2), (17, 7), (20, 27), (35, 41), (1, 43), (43, 23), (23, 8), (8, 4), (4, 16), (14, 1), (16, 33)]"
1050,29,"[(1, 33), (4, 46), (8, 7), (9, 44), (10, 11), (14, 22), (15, 39), (16, 23), (17, 33), (18, 48), (20, 33), (23, 0), (31, 33), (35, 39), (40, 39), (43, 9), (46, 36), (14, 16), (40, 1), (40, 43), (40, 8), (40, 27), (40, 41), (40, 16), (40, 34), (46, 4), (46, 2), (46, 43), (46, 22)]",17,"[(40, 39), (17, 48), (31, 44), (9, 36), (46, 11), (18, 7), (10, 22), (20, 2), (15, 27), (35, 41), (1, 43), (43, 4), (4, 8), (8, 23), (23, 16), (14, 1), (16, 33)]"
1050,33,"[(1, 45), (4, 42), (8, 30), (9, 44), (10, 39), (14, 22), (15, 39), (16, 45), (17, 33), (18, 44), (20, 39), (23, 2), (31, 39), (35, 39), (40, 33), (43, 35), (46, 2), (14, 44), (40, 4), (40, 8), (40, 11), (40, 27), (40, 43), (40, 48), (40, 41), (40, 1), (40, 16), (40, 7), (40, 22), (46, 36), (46, 23), (46, 49), (43, 36)]",17,"[(40, 39), (17, 44), (9, 22), (14, 11), (18, 7), (10, 48), (31, 36), (15, 2), (20, 27), (35, 41), (4, 8), (8, 43), (43, 1), (1, 16), (16, 23), (46, 4), (23, 33)]"
800,31,"[(1, 24), (4, 13), (8, 14), (9, 44), (10, 39), (14, 22), (15, 39), (16, 9), (17, 39), (18, 39), (20, 39), (23, 42), (31, 33), (35, 39), (40, 39), (43, 2), (46, 36), (14, 8), (14, 34), (40, 23), (40, 16), (40, 4), (40, 48), (40, 11), (40, 27), (40, 1), (40, 7), (40, 41), (40, 14), (46, 43), (46, 21)]",17,"[(40, 36), (46, 48), (31, 44), (9, 39), (10, 11), (18, 22), (15, 2), (17, 7), (20, 27), (35, 41), (23, 16), (16, 4), (4, 43), (43, 8), (8, 1), (14, 23), (1, 33)]"
1050,32,"[(1, 19), (4, 22), (8, 47), (9, 44), (10, 33), (14, 22), (15, 39), (16, 37), (17, 39), (18, 44), (20, 33), (23, 36), (31, 11), (35, 39), (40, 39), (43, 32), (46, 36), (14, 4), (14, 10), (40, 8), (40, 1), (40, 43), (40, 27), (40, 16), (40, 7), (40, 41), (40, 48), (40, 2), (46, 2), (46, 23), (46, 37), (46, 22)]",17,"[(40, 39), (10, 44), (9, 11), (18, 22), (14, 36), (46, 48), (20, 2), (15, 7), (17, 27), (35, 41), (8, 1), (1, 43), (43, 4), (4, 16), (16, 23), (31, 8), (23, 33)]"
1050,32,"[(1, 29), (4, 7), (8, 18), (9, 44), (10, 7), (14, 22), (15, 39), (16, 49), (17, 33), (18, 7), (20, 33), (23, 44), (31, 7), (35, 39), (40, 39), (43, 46), (46, 2), (14, 35), (31, 48), (31, 16), (31, 4), (31, 8), (31, 23), (31, 1), (31, 41), (31, 11), (31, 27), (31, 14), (46, 36), (46, 43), (46, 9), (40, 43)]",17,"[(31, 33), (10, 11), (18, 39), (17, 44), (9, 36), (46, 22), (20, 2), (15, 7), (35, 27), (40, 41), (16, 4), (4, 8), (8, 23), (23, 1), (1, 43), (14, 16), (43, 48)]"
1050,31,"[(1, 12), (4, 40), (8, 33), (9, 44), (10, 7), (14, 22), (15, 39), (16, 34), (17, 33), (18, 44), (20, 33), (23, 30), (31, 41), (35, 39), (40, 39), (43, 7), (46, 36), (14, 31), (40, 4), (40, 8), (40, 23), (40, 11), (40, 27), (40, 1), (40, 48), (40, 43), (40, 22), (46, 2), (46, 16), (46, 33), (43, 36)]",17,"[(40, 39), (17, 36), (46, 44), (9, 11), (18, 48), (31, 22), (14, 7), (20, 2), (15, 27), (35, 41), (4, 8), (8, 23), (23, 16), (16, 43), (43, 1), (10, 4), (1, 33)]"
1050,30,"[(1, 10), (4, 44), (8, 35), (9, 44), (10, 48), (14, 22), (15, 39), (16, 23), (17, 33), (18, 41), (20, 33), (23, 15), (31, 44), (35, 39), (40, 44), (43, 29), (46, 2), (14, 7), (40, 4), (40, 8), (40, 16), (40, 7), (40, 1), (40, 43), (40, 11), (40, 27), (40, 46), (46, 36), (46, 42), (46, 22)]",17,"[(40, 36), (46, 39), (17, 44), (9, 48), (31, 7), (10, 22), (14, 11), (20, 2), (15, 27), (35, 41), (4, 23), (23, 8), (8, 16), (16, 1), (1, 43), (18, 4), (43, 33)]"
1050,31,"[(1, 43), (4, 38), (8, 35), (9, 44), (10, 33), (14, 22), (15, 39), (16, 18), (17, 33), (18, 11), (20, 39), (23, 29), (31, 48), (35, 39), (40, 33), (43, 49), (46, 2), (14, 42), (40, 44), (40, 8), (40, 7), (40, 1), (40, 23), (40, 41), (40, 16), (40, 27), (40, 4), (40, 2), (46, 36), (46, 27), (46, 22)]",17,"[(40, 22), (14, 39), (10, 36), (46, 44), (9, 48), (31, 11), (17, 2), (15, 7), (20, 27), (35, 41), (8, 43), (43, 1), (1, 23), (23, 16), (16, 4), (18, 8), (4, 33)]"
1050,31,"[(1, 30), (4, 48), (8, 36), (9, 44), (10, 11), (14, 22), (15, 39), (16, 15), (17, 39), (18, 48), (20, 39), (23, 39), (31, 48), (35, 39), (40, 33), (43, 48), (46, 2), (14, 9), (31, 4), (31, 43), (31, 7), (31, 44), (31, 27), (31, 41), (31, 1), (31, 23), (31, 16), (31, 46), (46, 8), (46, 40), (46, 22)]",17,"[(31, 11), (18, 33), (40, 44), (9, 39), (10, 36), (46, 22), (15, 2), (17, 7), (20, 27), (35, 41), (4, 43), (43, 1), (1, 23), (23, 16), (16, 8), (14, 4), (8, 48)]"
1050,30,"[(1, 44), (4, 35), (8, 16), (9, 44), (10, 41), (14, 22), (15, 39), (16, 15), (17, 33), (18, 48), (20, 39), (23, 9), (31, 48), (35, 39), (40, 44), (43, 16), (46, 2), (14, 15), (31, 7), (31, 11), (31, 27), (31, 1), (31, 23), (31, 4), (31, 8), (31, 43), (31, 34), (46, 36), (46, 43), (46, 22)]",17,"[(31, 11), (18, 33), (17, 44), (9, 39), (40, 7), (10, 22), (14, 36), (15, 2), (20, 27), (35, 41), (1, 23), (23, 16), (16, 4), (4, 8), (8, 43), (46, 1), (43, 48)]"
1050,30,"[(1, 23), (4, 24), (8, 43), (9, 44), (10, 7), (14, 22), (15, 39), (16, 40), (17, 33), (18, 27), (20, 39), (23, 15), (31, 39), (35, 39), (40, 33), (43, 5), (46, 2), (14, 16), (18, 11), (18, 4), (18, 8), (18, 44), (18, 41), (18, 48), (18, 16), (18, 1), (18, 36), (46, 36), (46, 1), (46, 22)]",17,"[(18, 33), (17, 44), (40, 39), (15, 48), (31, 7), (10, 22), (14, 36), (20, 2), (35, 27), (9, 41), (43, 4), (4, 8), (8, 16), (16, 23), (23, 1), (46, 43), (1, 11)]"
1050,31,"[(1, 30), (4, 33), (8, 13), (9, 44), (10, 7), (14, 22), (15, 39), (16, 45), (17, 33), (18, 11), (20, 39), (23, 29), (31, 44), (35, 39), (40, 33), (43, 35), (46, 2), (14, 7), (40, 4), (40, 1), (40, 8), (40, 43), (40, 48), (40, 16), (40, 23), (40, 41), (40, 27), (40, 34), (46, 36), (46, 33), (46, 22)]",17,"[(40, 39), (17, 36), (46, 44), (9, 48), (31, 7), (10, 22), (14, 11), (15, 2), (20, 27), (35, 41), (4, 1), (1, 8), (8, 43), (43, 16), (16, 23), (18, 4), (23, 33)]"
1050,30,"[(1, 26), (4, 6), (8, 7), (9, 44), (10, 7), (14, 22), (15, 39), (16, 5), (17, 33), (18, 39), (20, 33), (23, 1), (31, 48), (35, 39), (40, 44), (43, 24), (46, 36), (14, 41), (40, 4), (40, 11), (40, 27), (40, 16), (40, 43), (40, 41), (40, 8), (40, 23), (40, 34), (46, 2), (46, 13), (46, 22)]",17,"[(40, 39), (17, 44), (9, 11), (18, 22), (14, 48), (31, 7), (10, 36), (20, 2), (15, 27), (35, 41), (4, 16), (16, 43), (43, 8), (8, 1), (1, 23), (46, 4), (23, 33)]"
800,30,"[(1, 8), (4, 49), (8, 48), (9, 44), (10, 7), (14, 22), (15, 39), (16, 31), (17, 39), (18, 33), (20, 33), (23, 32), (31, 7), (35, 39), (40, 39), (43, 30), (46, 36), (14, 34), (40, 44), (40, 43), (40, 11), (40, 27), (40, 41), (40, 4), (40, 1), (40, 16), (40, 23), (40, 22), (46, 2), (46, 40)]",17,"[(40, 36), (46, 22), (14, 11), (18, 39), (20, 44), (9, 7), (10, 48), (15, 2), (17, 27), (35, 41), (43, 8), (8, 4), (4, 1), (1, 16), (16, 23), (31, 43), (23, 33)]"
